id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.361.010.162;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.361.516.639;data;judgement;-96;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.361.677.705;data;<id:f-6>;<id:f-6>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;78;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.361.815.698;data;<id:c1-t16>;<id:c1-t16>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-79;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.361.940.522;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;40;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.362.078.915;data;<id:f-5>;<id:f-5>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-83;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.362.174.224;data;<id:f-2>;<id:f-2>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-84;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.362.305.101;data;<id:f-7>;<id:f-7>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-53;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.362.486.259;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;52;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.362.700.826;data;<id:c3-t9>;<id:c3-t9>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-16;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.362.835.784;data;<id:f-3>;<id:f-3>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-73;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.362.977.134;data;<id:c1-t11>;<id:c1-t11>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;26;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.109.227;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;46;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.175.873;data;<id:f-4>;<id:f-4>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-89;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.286.464;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;27;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.381.594;data;<id:f-1>;<id:f-1>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-62;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.568.615;data;<id:c3-t6>;<id:c3-t6>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-26;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.661.860;data;<id:f-8>;<id:f-8>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;85;submit;weiter;;;;;;;;;;;;
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.868.301;data;<id:prolificID>;<id:prolificID>;prolificID;5bed4a41806e560001a429b1;<id:age>;<id:age>;age;26;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter
id;annssg973n07n2r092udm2if13;ip;77.3.230.1;time(s);16.378.363.897.656;data;feedback;;;;;;;;;;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.350.765.073;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.350.894.235;data;judgement;-100;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.031.078;data;<id:c3-t6>;<id:c3-t6>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;63;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.127.314;data;<id:c1-t11>;<id:c1-t11>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-70;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.187.142;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;67;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.232.864;data;<id:c1-t16>;<id:c1-t16>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-68;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.309.552;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;55;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.369.971;data;<id:f-7>;<id:f-7>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;47;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.497.868;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;51;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.601.498;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;90;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.351.697.499;data;<id:f-8>;<id:f-8>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;72;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.019.296;data;<id:f-1>;<id:f-1>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-85;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.053.490;data;<id:f-4>;<id:f-4>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;64;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.131.287;data;<id:f-5>;<id:f-5>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-84;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.197.402;data;<id:f-6>;<id:f-6>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;75;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.252.166;data;<id:c3-t9>;<id:c3-t9>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;55;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.335.775;data;<id:f-2>;<id:f-2>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-87;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.380.223;data;<id:f-3>;<id:f-3>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;74;submit;weiter;;;;;;;;;;;;
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.507.992;data;<id:prolificID>;<id:prolificID>;prolificID;5b28a5407f7816000146620b;<id:age>;<id:age>;age;23;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter
id;jjtuu0hmrhmpeveul9akvdjmb4;ip;176.199.217.171;time(s);16.378.352.530.984;data;feedback;;;;;;;;;;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.357.097.087;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.357.897.601;data;judgement;-100;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.358.161.392;data;<id:f-7>;<id:f-7>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;100;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.358.314.479;data;<id:f-8>;<id:f-8>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.358.535.203;data;<id:f-3>;<id:f-3>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;0;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.358.661.211;data;<id:f-1>;<id:f-1>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.358.874.305;data;<id:f-2>;<id:f-2>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;100;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.359.107.039;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.359.281.182;data;<id:c1-t16>;<id:c1-t16>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;0;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.359.488.432;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.359.673.217;data;<id:c3-t6>;<id:c3-t6>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-42;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.359.789.735;data;<id:c1-t11>;<id:c1-t11>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-67;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.359.924.219;data;<id:c3-t9>;<id:c3-t9>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;53;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.359.990.395;data;<id:f-4>;<id:f-4>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.360.092.126;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;74;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.360.238.533;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;84;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.360.333.529;data;<id:f-6>;<id:f-6>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-94;submit;weiter;;;;;;;;;;;;
id;nlaj8eappepjt1kv9b50h9rd36;ip;91.38.108.143;time(s);16.378.360.483.527;data;<id:f-5>;<id:f-5>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;100;submit;weiter;;;;;;;;;;;;
