"id";"target_no";"cond_c";"cond_q";"expec";"list"
"9pnkdbv1unungvuf2kun9akb36";NA;"f1";"q4";"85";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f10";"q2";"24";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f5";"q2";"7";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f12";"q3";"62";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f13";"q2";"0";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f4";"q1";"100";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f6";"q5";"0";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f3";"q4";"0";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f14";"q3";"0";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f11";"q3";"0";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f8";"q5";"0";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f7";"q1";"0";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f2";"q4";"78";1
"9pnkdbv1unungvuf2kun9akb36";NA;"f9";"q5";"83";1
"daorarnj58i6splt1c5c9826s0";NA;"f12";"q5";"0";1
"daorarnj58i6splt1c5c9826s0";NA;"f13";"q3";"71";1
"daorarnj58i6splt1c5c9826s0";NA;"f4";"q2";"0";1
"daorarnj58i6splt1c5c9826s0";NA;"f7";"q3";"0";1
"daorarnj58i6splt1c5c9826s0";NA;"f8";"q4";"95";1
"daorarnj58i6splt1c5c9826s0";NA;"f2";"q2";"93";1
"daorarnj58i6splt1c5c9826s0";NA;"f1";"q4";"96";1
"daorarnj58i6splt1c5c9826s0";NA;"f5";"q2";"89";1
"daorarnj58i6splt1c5c9826s0";NA;"f6";"q3";"36";1
"daorarnj58i6splt1c5c9826s0";NA;"f10";"q3";"91";1
"daorarnj58i6splt1c5c9826s0";NA;"f11";"q5";"65";1
"daorarnj58i6splt1c5c9826s0";NA;"f9";"q4";"43";1
"daorarnj58i6splt1c5c9826s0";NA;"f3";"q4";"0";1
"daorarnj58i6splt1c5c9826s0";NA;"f14";"q1";"71";1
"nibceue099bj6quqcl2a141362";NA;"f12";"q2";"55";1
"nibceue099bj6quqcl2a141362";NA;"f8";"q2";"92";1
"nibceue099bj6quqcl2a141362";NA;"f9";"q5";"0";1
"nibceue099bj6quqcl2a141362";NA;"f6";"q4";"0";1
"nibceue099bj6quqcl2a141362";NA;"f1";"q3";"92";1
"nibceue099bj6quqcl2a141362";NA;"f4";"q2";"92";1
"nibceue099bj6quqcl2a141362";NA;"f13";"q5";"0";1
"nibceue099bj6quqcl2a141362";NA;"f7";"q3";"36";1
"nibceue099bj6quqcl2a141362";NA;"f11";"q5";"0";1
"nibceue099bj6quqcl2a141362";NA;"f14";"q4";"0";1
"nibceue099bj6quqcl2a141362";NA;"f10";"q1";"84";1
"nibceue099bj6quqcl2a141362";NA;"f5";"q5";"0";1
"nibceue099bj6quqcl2a141362";NA;"f2";"q5";"100";1
"nibceue099bj6quqcl2a141362";NA;"f3";"q3";"54";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f3";"q5";"0";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f2";"q2";"54";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f12";"q1";"100";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f3";"q2";"89";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f13";"q3";"77";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f10";"q1";"48";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f11";"q3";"6";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f14";"q5";"0";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f8";"q3";"52";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f7";"q5";"0";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f5";"q2";"95";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f6";"q5";"79";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f13";"q1";"100";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f12";"q3";"93";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f9";"q4";"25";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f8";"q5";"0";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f1";"q2";"33";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f7";"q3";"0";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f10";"q5";"91";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f11";"q5";"0";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f2";"q4";"95";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f1";"q1";"10";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f1";"q2";"90";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f6";"q1";"90";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f5";"q1";"13";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f4";"q2";"0";1
"rs0fjkgh2kkgg6gr6ssf40v8k0";NA;"f5";"q1";"71";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f4";"q5";"75";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f10";"q3";"82";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f8";"q3";"98";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f9";"q1";"95";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f9";"q3";"82";1
"arcq9q54p7nedt0qj7tvuld0h6";NA;"f14";"q4";"4";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f11";"q2";"100";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f14";"q3";"0";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f7";"q5";"0";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f12";"q3";"100";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f3";"q4";"0";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f13";"q2";"88";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f2";"q3";"100";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f4";"q5";"0";1
"lh74r0qpdbs67jfi93nqmupuf4";NA;"f6";"q3";"0";1
"8shac86gndjn1dh6rpo91cajr5";NA;"f9";"q1";"58";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f4";"q1";"69";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f10";"q4";"66";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f1";"q3";"75";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f5";"q3";"51";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f3";"q1";"82";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f11";"q1";"50";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f12";"q5";"0";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f13";"q5";"0";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f7";"q2";"60";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f8";"q1";"61";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f6";"q4";"0";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f2";"q2";"56";2
"8shac86gndjn1dh6rpo91cajr5";NA;"f14";"q3";"0";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f5";"q1";"25";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f4";"q4";"0";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f12";"q4";"0";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f3";"q2";"100";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f7";"q2";"17";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f1";"q3";"100";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f6";"q3";"42";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f10";"q5";"91";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f11";"q2";"100";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f2";"q4";"92";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f13";"q1";"100";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f14";"q4";"0";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f8";"q3";"85";2
"ik9tc7c5hnh7s1ul8nelg5d3k4";NA;"f9";"q1";"100";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f14";"q2";"62";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f1";"q5";"45";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f7";"q5";"44";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f11";"q2";"87";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f2";"q2";"82";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f10";"q1";"68";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f5";"q2";"26";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f13";"q4";"85";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f8";"q5";"0";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f6";"q2";"94";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f4";"q4";"4";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f12";"q2";"85";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f9";"q4";"52";2
"r95mgjnvgs5ahdo6qvfled1k84";NA;"f3";"q5";"0";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f6";"q3";"0";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f11";"q4";"40";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f8";"q2";"39";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f1";"q5";"11";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f3";"q1";"100";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f9";"q5";"0";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f4";"q3";"68";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f7";"q2";"0";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f10";"q5";"68";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f5";"q5";"0";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f12";"q4";"0";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f2";"q1";"82";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f8";"q2";"0";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f14";"q2";"0";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f2";"q4";"100";2
"40p4nq7fudsd32sbm9tl3phbd3";NA;"f13";"q1";"85";2
"869dbq1icciu51pb2r31h60cq2";NA;"f11";"q4";"9";2
"869dbq1icciu51pb2r31h60cq2";NA;"f10";"q4";"10";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f9";"q3";"0";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f3";"q2";"92";2
"869dbq1icciu51pb2r31h60cq2";NA;"f4";"q3";"70";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f5";"q4";"59";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f13";"q1";"86";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f12";"q3";"94";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f10";"q1";"89";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f6";"q1";"84";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f7";"q3";"0";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f4";"q1";"92";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f11";"q1";"0";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f14";"q1";"100";2
"lump9mhu1el7uak7qv6qhbnfr0";NA;"f1";"q1";"57";2
"869dbq1icciu51pb2r31h60cq2";NA;"f1";"q2";"24";2
